6	41.08680111111111	27.44985666666667	118.0
45	41.45238777777778	27.047683055555556	63.0
24	41.27829888888889	27.6429	107.0
2	41.043278888888885	26.372031388888892	12.0
46	41.67870333333333	27.192465555555557	166.0
25	41.27829888888889	27.948551944444443	148.0
47	41.78315666666666	27.144204722222224	244.0
26	41.28700333333333	26.999422222222222	100.0
1	40.95623444444444	26.935074444444446	102.0
3	41.05198333333333	27.353335	111.0
48	41.79186111111111	27.305074166666667	233.0
27	41.29570777777778	27.44985666666667	60.5
7	41.12161888888889	26.468553055555557	19.0
28	41.30441222222222	26.774205000000002	18.0
8	41.13032333333333	27.75550861111111	95.0
29	41.30441222222222	27.514204444444445	62.0
9	41.13902777777778	27.610726111111113	89.0
30	41.32182111111111	26.80637888888889	18.0
10	41.156436666666664	27.514204444444445	87.0
31	41.33923	26.902900555555558	25.0
11	41.18255	27.7876825	123.66666666666667
0	40.93012111111111	26.902900555555558	129.0
32	41.33923	27.819856388888887	111.0
4	41.07809666666667	27.09594388888889	50.0
12	41.19995888888889	27.44985666666667	68.33333333333333
33	41.34793444444444	27.09594388888889	42.0
13	41.208663333333334	26.58116166666667	11.0
34	41.34793444444444	27.27290027777778	44.5
14	41.208663333333334	27.835943333333333	134.5
35	41.34793444444444	27.38550888888889	45.0
15	41.22607222222222	27.53029138888889	76.0
36	41.34793444444444	27.482030555555557	63.0
5	41.08680111111111	26.565074722222224	21.0
16	41.22607222222222	27.884204166666667	144.5
37	41.34793444444444	27.691160833333335	85.0
17	41.23477666666667	27.658986944444443	87.0
38	41.35663888888889	27.047683055555556	35.0
18	41.24348111111111	27.723334722222223	106.0
39	41.35663888888889	27.24072638888889	33.0
19	41.260889999999996	26.6294225	15.0
40	41.35663888888889	27.337248055555555	45.0
20	41.260889999999996	27.46594361111111	56.0
41	41.365343333333335	27.160291666666666	35.333333333333336
21	41.269594444444444	27.112030833333336	44.0
42	41.39145666666666	26.935074444444446	35.5
22	41.269594444444444	27.56246527777778	92.0
43	41.41757	27.192465555555557	53.0
23	41.27829888888889	26.677683333333334	18.0
44	41.426274444444445	27.38550888888889	62.0
