id;x;y;height;environment
4;41.293416666666666;27.944222222222223;148.0;rural
25;41.36775;27.14011111111111;37.22222222222222;rural
5;41.33572222222222;27.47411111111111;57.625;rural
26;41.216750000000005;27.526333333333334;72.42857142857143;rural
6;41.26419444444444;27.639055555555554;95.16666666666667;rural
27;41.25669444444444;27.735666666666667;96.75;rural
30;41.043278888888885;26.355944444444447;12.0;rural
7;41.357527777777776;27.387416666666667;51.111111111111114;rural
28;41.29263888888889;27.503444444444444;67.88888888888889;rural
0;41.261916666666664;27.548111111111112;76.33333333333333;rural
8;41.22958333333334;27.64325;95.16666666666667;rural
29;41.254444444444445;27.453083333333332;66.22222222222223;rural
1;41.060138888888886;27.338777777777775;111.0;rural
9;41.41822222222222;27.219555555555555;42.666666666666664;rural
31;41.095505555555555;26.51681388888889;20.0;rural
10;41.24219444444444;27.684361111111112;96.75;rural
32;41.30441222222222;26.774205000000002;18.0;rural
11;41.27316666666667;27.96463888888889;142.0;rural
33;40.94753;26.95116138888889;115.5;rural
12;41.18147222222222;27.813305555555555;127.71428571428571;rural
34;41.35663888888889;26.967248333333334;33.857142857142854;rural
13;41.23858333333333;27.869722222222222;140.0;rural
35;41.269594444444444;27.06377;72.0;rural
14;41.13002777777778;27.772972222222222;116.5;rural
36;41.095505555555555;27.09594388888889;50.0;rural
15;41.36988888888889;27.176000000000002;40.0;rural
37;41.44368333333333;27.09594388888889;63.0;rural
16;41.246833333333335;26.6185;15.4;rural
38;41.77445222222222;27.28898722222222;233.0;rural
17;41.785916666666665;27.129277777777776;244.0;rural
39;41.44368333333333;27.401595833333335;62.0;rural
18;41.364694444444446;27.061805555555555;37.75;rural
40;41.10421;27.56246527777778;103.5;rural
19;41.27711111111111;27.582555555555555;83.0;rural
41;41.35663888888889;27.803769444444445;98.0;rural
20;41.19519444444444;27.46575;70.66666666666667;rural
21;41.34236111111111;27.03888888888889;39.666666666666664;rural
22;41.34030555555556;27.26763888888889;40.125;rural
23;41.683166666666665;27.198083333333333;166.0;rural
2;41.34280555555556;27.456888888888887;56.55555555555556;rural
24;41.20744444444445;27.86411111111111;132.71428571428572;rural
3;41.171388888888885;27.79488888888889;122.5;rural
