2	41.06939222222222	27.401595833333335	114.5
2	41.06939222222222	27.401595833333335	114.5
10	41.24348111111111	27.06377	72.0
1	41.034574444444445	26.372031388888892	12.0
19	41.39145666666666	27.353335	47.6
6	41.16514111111111	27.546378333333333	88.0
21	41.65259	27.17637861111111	166.0
9	41.22607222222222	27.514204444444445	70.0
7	41.16514111111111	27.85203027777778	131.25
9	41.22607222222222	27.514204444444445	70.0
7	41.16514111111111	27.85203027777778	131.25
14	41.32182111111111	27.44985666666667	60.0
7	41.16514111111111	27.85203027777778	131.25
14	41.32182111111111	27.44985666666667	60.0
11	41.252185555555556	27.916378055555555	146.25
19	41.39145666666666	27.353335	47.6
11	41.252185555555556	27.916378055555555	146.25
19	41.39145666666666	27.353335	47.6
7	41.16514111111111	27.85203027777778	131.25
18	41.374047777777776	27.224639444444446	39.833333333333336
12	41.269594444444444	27.658986944444443	97.6
18	41.374047777777776	27.224639444444446	39.833333333333336
12	41.269594444444444	27.658986944444443	97.6
18	41.374047777777776	27.224639444444446	39.833333333333336
9	41.22607222222222	27.514204444444445	70.0
16	41.33923	27.079856944444444	39.666666666666664
12	41.269594444444444	27.658986944444443	97.6
16	41.33923	27.079856944444444	39.666666666666664
14	41.32182111111111	27.44985666666667	60.0
16	41.33923	27.079856944444444	39.666666666666664
19	41.39145666666666	27.353335	47.6
3	41.11291444444444	27.128117777777778	50.0
10	41.24348111111111	27.06377	72.0
16	41.33923	27.079856944444444	39.666666666666664
0	40.95623444444444	26.886813611111112	115.5
20	41.44368333333333	26.967248333333334	50.0
5	41.156436666666664	27.707247777777777	105.0
17	41.34793444444444	26.886813611111112	25.5
12	41.269594444444444	27.658986944444443	97.6
17	41.34793444444444	26.886813611111112	25.5
11	41.252185555555556	27.916378055555555	146.25
13	41.27829888888889	26.758118055555556	18.0
15	41.33052555555555	27.771595555555557	98.0
13	41.27829888888889	26.758118055555556	18.0
14	41.32182111111111	27.44985666666667	60.0
8	41.217367777777774	26.6294225	13.666666666666666
20	41.44368333333333	26.967248333333334	50.0
8	41.217367777777774	26.6294225	13.666666666666666
18	41.374047777777776	27.224639444444446	39.833333333333336
4	41.12161888888889	26.51681388888889	20.0
14	41.32182111111111	27.44985666666667	60.0
9	41.22607222222222	27.514204444444445	70.0
11	41.252185555555556	27.916378055555555	146.25
9	41.22607222222222	27.514204444444445	70.0
12	41.269594444444444	27.658986944444443	97.6
9	41.22607222222222	27.514204444444445	70.0
4	41.12161888888889	26.51681388888889	20.0
14	41.32182111111111	27.44985666666667	60.0
3	41.11291444444444	27.128117777777778	50.0
14	41.32182111111111	27.44985666666667	60.0
0	40.95623444444444	26.886813611111112	115.5
19	41.39145666666666	27.353335	47.6
5	41.156436666666664	27.707247777777777	105.0
18	41.374047777777776	27.224639444444446	39.833333333333336
18	41.374047777777776	27.224639444444446	39.833333333333336
16	41.33923	27.079856944444444	39.666666666666664
16	41.33923	27.079856944444444	39.666666666666664
17	41.34793444444444	26.886813611111112	25.5
17	41.34793444444444	26.886813611111112	25.5
13	41.27829888888889	26.758118055555556	18.0
8	41.217367777777774	26.6294225	13.666666666666666
22	41.79186111111111	27.2085525	238.5
22	41.79186111111111	27.2085525	238.5
6	41.16514111111111	27.546378333333333	88.0
15	41.33052555555555	27.771595555555557	98.0
